Aas	[aːs]		死肉；腐肉〈n.〉
kürzer	[kʏʁt͡sɐ]		弄短；缩短；减少；缩小〈adv.〉
kürzlich	[kʏʁt͡sliːç]		最近〈adv.〉
küssen	[kʏsən]		吻〈v.〉
labil	[laːbiːl]		无判断力的；分不清方向或目标的〈adj.〉
lachen	[laxən]		笑〈v.〉
lachend	[laxənt]		笑着地；可笑地；笑哈哈〈adv.〉
laden	[laːdən]		装载〈v.〉
lagern	[laːɡɐn]		谎言；假象；位置；躺着〈v.〉
lahm	[laːm]		跛足的；僵痛的；不完全的〈adj.〉
landen	[landən]		着陆〈v.〉
landesweit	[landəsvaɪt]		国家的；国立的；全国性的〈adv.〉
lange	[lanɡə]		长久的；很久〈adj.〉
langsam	[lanɡzaːm]		慢的〈adj.〉
langsame	[lanɡzamə]		缓慢的〈adv.〉
langweilig	[lanɡvaɪlɪç]		无聊的〈adj.〉
lassen	[lasən]		让；使〈v.〉
lau	[laʊ]		微温的；不冷不热的〈adj.〉
lauern	[laʊɐn]		潜伏；潜行；暗藏〈v.〉
laufen	[laʊfən]		跑；运行〈v.〉
lauschen	[laʊʃən]		听〈v.〉
laut	[laʊt]		大声的〈adj.〉
lauten	[laʊtən]		内容为〈v.〉
lautes	[laʊtəs]		大声叫嚷；大声喊叫〈adv.〉
lautlos	[laʊtlɔs]		无声的；完全静寂的；静悄悄的〈adj.〉
leben	[leːbən]		生活；活着〈v.〉
lebendig	[leːbəndɪç]		活着的〈adj.〉
lebenslang	[leːbənslank]		终身的；毕生的〈adj.〉
lebenslänglich	[leːbənslɛnɡliːç]		终身的；毕生的〈adj.〉
lebensmüde	[leːbənsmʏdə]		疲累的；疲乏的；厌倦的〈adj.〉
lebhaft	[lɛbhaft]		敏捷的；灵活的；机敏的〈adj.〉
lecken	[lɛkən]		舔；少许；打〈v.〉
lecker	[lɛkɐ]		好吃的〈adj.〉
ledig	[leːdɪç]		单身的；单程的；单一的〈adj.〉
lediglich	[leːdɪɡliːç]		仅仅〈adv.〉
leer	[leːɐ]		空的〈adj.〉
leeren	[leːʁən]		倒空；空的〈v.〉
leerer	[leːʁɐ]		空虚；无知〈adv.〉
legal	[leːɡaːl]		合法的〈adj.〉
legen	[leːɡən]		放；躺下〈v.〉
lehnen	[leːnən]		瘦肉；倾斜；倾斜度；瘦的〈v.〉
lehren	[leːʁən]		教〈v.〉
leicht	[laɪçt]		容易的；轻的〈adj.〉
leichtes	[laɪçtəs]		轻便的；容易的；轻微的〈adv.〉
leiden	[laɪdən]		忍受；患病〈v.〉
leidenschaftlich	[laɪdənʃaftliːç]		热情的；热烈的；易怒的〈adj.〉
leider	[laɪdɐ]		可惜〈adv.〉
leihen	[laɪən]		借〈v.〉
leise	[laɪzə]		轻声的〈adj.〉
leiser	[laɪzɐ]		更安静的〈adj.〉
leises	[laɪzəs]		软的；温和的；柔和的〈adv.〉
leisten	[laɪstən]		完成；负担〈v.〉
leiten	[laɪtən]		领导；引导〈v.〉
leitende	[laɪtəndə]		引导；带领；控制〈adv.〉
lenken	[lɛnkən]		引导者；导游；指南〈v.〉
lernen	[lɛʁnən]		学习〈v.〉
lesbisch	[lɛsbɪʃ]		女同性恋的〈adj.〉
lesen	[leːzən]		读〈v.〉
letzte	[lɛt͡stə]		最后的〈adj.〉
letztendlich	[lɛt͡stəndliːç]		归根结底〈adv.〉
letztlich	[lɛt͡stliːç]		归根结底；最终〈adj.〉
leugnen	[lɔʏɡnən]		否认〈v.〉
lichter	[lɪçtɐ]		清楚的；明确的〈adv.〉
lieb	[liːp]		亲爱的；可爱的〈adj.〉
lieben	[liːbən]		爱〈v.〉
liebend	[liːbənt]		钟爱地；亲切地〈adv.〉
liebenswert	[liːbənsvəʁt]		可爱的；值得喜欢的；迷人的〈adv.〉
liebenswürdig	[liːbənsvʏʁdɪç]		讨好地；奉承地〈adv.〉
lieber	[liːbɐ]		更喜欢；宁可〈adv.〉
liebevoll	[liːbəfɔl]		亲爱的；钟情的；忠诚的〈adj.〉
liebste	[liːbstə]		最亲爱的〈adj.〉
liefern	[liːfɐn]		交付；提供〈v.〉
liegen	[liːɡən]		躺；位于〈v.〉
lila	[liːla]		紫色的〈adj.〉
lindern	[lɪndɐn]		减轻；缓和；掩饰〈v.〉
linker	[lɪnkɐ]		左边的；左倾的；左侧的〈adv.〉
links	[lɪnks]		左边的〈adj.〉
locken	[lɔkən]		吸引；诱骗〈v.〉
locker	[lɔkɐ]		松的；轻松〈adj.〉
logisch	[loːɡɪʃ]		合逻辑的〈adj.〉
logische	[loːɡɪʃə]		推断；推理；结论〈adv.〉
lohnen	[loːnən]		值得〈v.〉
lokal	[loːkaːl]		当地的〈adj.〉
lokale	[loːkalə]		延长；扩充；范围〈adv.〉
lokalisieren	[loːkalɪziːʁən]		极小之物；针尖；立锥之地〈v.〉
los	[loːs]		松开的；走吧〈adj.〉
losfahren	[lɔsfaːʁən]		离开；死；畅销〈v.〉
losgehen	[lɔsɡeːən]		出发；开始〈v.〉
loslassen	[lɔslasən]		放开〈v.〉
loswerden	[lɔsvəʁdən]		摆脱〈v.〉
lustig	[lʊstɪç]		有趣的〈adj.〉
lächeln	[lɛçəln]		微笑〈v.〉
lächerlich	[lɛçəʁliːç]		可笑的〈adj.〉
länger	[lɛnɡɐ]		更长〈adv.〉
längst	[lɛnɡst]		早已〈adv.〉
lästig	[lɛstɪç]		恼人的；讨厌的〈adj.〉
löschen	[lœʃən]		删除〈v.〉
lösen	[løːzən]		解决〈v.〉
lügen	[lyːɡən]		撒谎〈v.〉
machbar	[maxbaːɐ]		能养活的；有生机的〈adj.〉
machen	[maxən]		做〈v.〉
machtlos	[maxtlɔs]		无力的；无权的；无效能的〈adj.〉
mager	[maːɡɐ]		瘦的；不毛的；贫乏的〈adv.〉
magisch	[maːɡɪʃ]		魔术；魔法；魔术的；有魔力的〈adj.〉
makellos	[maːkəlɔs]		无瑕疵的；不锈的；不绣的；污染的〈adv.〉
mal	[maːl]		一次；一下〈adv.〉
malen	[maːlən]		绘画〈v.〉
man	[maːn]		人们（泛指）〈pron.〉
manche	[mançə]		有些人〈pron.〉
manchmal	[mançmaːl]		有时〈adv.〉
manipulieren	[maːnɪpʊliːʁən]		操纵〈v.〉
manuell	[maːnʊəl]		手册；指南；手的；手动的〈adv.〉
marschieren	[maʁʃiːʁən]		三月；进行；行军〈v.〉
matt	[mat]		疲惫的；暗淡〈adj.〉
maximal	[maksɪmaːl]		极点；最大量；极大；最高的〈adv.〉
maximale	[maksɪmalə]		职业的〈adv.〉
meckern	[mɛkɐn]		发牢骚；（羊）咩咩叫〈v.〉
medizinisch	[meːdɪt͡sɪnɪʃ]		医生；内科的〈adj.〉
medizinische	[meːdɪt͡sɪnɪʃə]		医生；内科的〈adv.〉
medizinisches	[meːdɪt͡sɪnɪʃəs]		医生；内科的〈adv.〉
mehr	[meːɐ]		更多〈adv.〉
mehrere	[meːʁəʁə]		几个〈adj.〉
mehrmals	[meːʁmals]		多次〈adv.〉
meilenweit	[maɪlənvaɪt]		相距甚远；遥不可及〈adv.〉
mein	[maɪn]		我的〈pron.〉
meinen	[maɪnən]		认为；指的是〈v.〉
meinerseits	[maɪnəʁzaɪts]		就我而言；对我来说〈adv.〉
meinetwegen	[maɪnətvəɡən]		就我而言〈adv.〉
meins	[maɪns]		我的（东西）〈pron.〉
meist	[maɪst]		大多〈adv.〉
meisten	[maɪstən]		最多的〈adj.〉
meistens	[maɪstəns]		大多数时候〈adv.〉
melden	[mɛldən]		报告〈v.〉
menschlich	[mɛnʃliːç]		人类的；人道的〈adj.〉
menschliche	[mɛnʃlɪçə]		人类的〈adj.〉
merken	[mɛʁkən]		注意到；记住〈v.〉
merkwürdig	[mɛʁkvʏʁdɪç]		奇怪的〈adj.〉
messen	[mɛsən]		测量〈v.〉
mexikanische	[mɛksɪkanɪʃə]		玉米粉蒸肉〈adv.〉
mies	[miːs]		糟糕的（口语）〈adj.〉
mieten	[miːtən]		租〈v.〉
militärische	[miːlɪtɛʁɪʃə]		侦察；勘察队；勘查〈adv.〉
mindestens	[mɪndəstəns]		至少〈adv.〉
mischen	[mɪʃən]		混合〈v.〉
miserabel	[miːzəʁabəl]		过粘的；过甜的〈adv.〉
missachten	[mɪsaxtən]		嘲笑；愚弄〈v.〉
missbrauchen	[mɪsbʁaʊxən]		板岩；页岩；提名名单〈v.〉
misstrauisch	[mɪstʁaʊɪʃ]		不信任的；怀疑的；可疑的〈adj.〉
mit	[mɪt]		和…一起〈präp.〉
mitbekommen	[mɪtbəkɔmən]		听到；得到〈v.〉
mitbringen	[mɪtbʁɪnɡən]		带来〈v.〉
miteinander	[miːtaɪnandɐ]		互相〈adv.〉
mitgehen	[mɪtɡeːən]		前进；进行〈v.〉
mitkommen	[mɪtkɔmən]		同去〈v.〉
mitmachen	[mɪtmaxən]		参与〈v.〉
mitnehmen	[mɪtneːmən]		带走〈v.〉
mitspielen	[mɪtspiːlən]		一起玩；参与〈v.〉
mittags	[mɪtaɡs]		在中午〈adv.〉
mitteilen	[mɪtaɪlən]		通知〈v.〉
mittels	[mɪtəls]		由于；凭借〈adv.〉
mitten	[mɪtən]		正中间〈adv.〉
mittendrin	[mɪtəndʁiːn]		权利；右边；正义〈adv.〉
mittlere	[mɪtləʁə]		中部的；中等的；中间的〈adv.〉
mittlerweile	[mɪtləʁvaɪlə]		与此同时〈adv.〉
mobile	[moːbɪlə]		移动的；易变的〈adv.〉
modern	[moːdɐn]		直到现在的；最近的；现代化的；最新的〈v.〉
momentan	[moːməntaːn]		目前〈adv.〉
monatelang	[moːnatəlank]		月份〈adv.〉
moralisch	[moːʁalɪʃ]		道德；品行；寓意；道德的〈adj.〉
moralische	[moːʁalɪʃə]		道德；品行；寓意；道德的〈adv.〉
morgen	[mɔʁɡən]		明天；早晨〈adv.〉
morgens	[mɔʁɡəns]		每天早上〈adv.〉
munter	[mʊntɐ]		唤起〈adj.〉
murmeln	[mʊʁməln]		低语〈v.〉
mutig	[muːtɪç]		勇敢的〈adj.〉
mysteriös	[mʏsteːʁɪœs]		神秘的；晦涩难解的〈adv.〉
mächtig	[mɛçtɪç]		强大的〈adj.〉
mächtiger	[mɛçtɪɡɐ]		变浓；变厚；变得模糊〈adv.〉
männlich	[mɛnliːç]		男人；雄性的〈adj.〉
männlicher	[mɛnlɪçɐ]		牡鹿〈adv.〉
möchte	[mœçtə]		想要；愿意〈v.〉
mögen	[møːɡən]		喜欢〈v.〉
möglich	[mœɡliːç]		可能的〈adj.〉
möglicherweise	[mœɡlɪçəʁvaɪzə]		可能〈adv.〉
möglichst	[mœɡlɪkst]		尽可能〈adv.〉
müde	[myːdə]		累的〈adj.〉
mürrisch	[mʏʁɪʃ]		脾气坏的；易怒的；坏脾气的〈adj.〉
müssen	[mʏsən]		必须〈v.〉
nach	[naːx]		在…之后；向〈präp.〉
nachdem	[naxdəm]		在…之后〈konj.〉
nachdenken	[naxdənkən]		思考〈v.〉
nacheinander	[naxaɪnandɐ]		接连地；批次发送〈adv.〉
nachgeben	[naxɡəbən]		撤退；让路；退让〈v.〉
nachher	[naxhɐ]		之后〈adv.〉
nachholen	[naxhɔlən]		取得；拿；诡计〈v.〉
nachlässig	[naxlɛsɪç]		粗心的；不关心的；无忧无虑的〈adj.〉
nachmittags	[naxmɪtaɡs]		每天下午；在下午〈adv.〉
nachsehen	[nakseːən]		查看〈v.〉
nachsichtig	[naksɪçtɪç]		仁慈的；宽厚的；温和的〈adj.〉
nachts	[naxts]		夜里〈adv.〉
nackt	[nakt]		裸体的〈adj.〉
nageln	[naːɡəln]		钉子；使固定〈v.〉
nah	[naː]		近的〈adj.〉
nahe	[naːə]		靠近的〈adj.〉
nahezu	[naːət͡sʊ]		几乎；密切地〈adv.〉
naiv	[naɪf]		天真的〈adj.〉
nass	[nas]		湿的〈adj.〉
natürlich	[naːtʏʁliːç]		当然；自然〈adv.〉
natürliche	[naːtʏʁlɪçə]		磨损；折磨；耗损〈adv.〉
natürlicher	[naːtʏʁlɪçɐ]		白痴；自然的；自然界的；本能的〈adv.〉
natürliches	[naːtʏʁlɪçəs]		白痴；自然的；自然界的；本能的〈adv.〉
neben	[neːbən]		在…旁边〈präp.〉
nebenan	[neːbənaːn]		隔壁〈adv.〉
nebenbei	[neːbənbaɪ]		顺便；此外〈adv.〉
nebeneinander	[neːbənaɪnandɐ]		并排；并肩〈adv.〉
negativ	[neːɡatiːf]		消极的〈adj.〉
negative	[neːɡatɪfə]		不利的；敌对的；相反的〈adv.〉
nehmen	[neːmən]		拿；取〈v.〉
neidisch	[naɪdɪʃ]		嫉妒的〈adj.〉
nein	[naɪn]		不是〈interj.〉
nennen	[nɛnən]		称呼〈v.〉
nerven	[nɛʁfən]		使烦躁〈v.〉
nervig	[nɛʁfɪç]		精力充沛的；元气旺盛的；茁壮的〈adj.〉
nervös	[nɛʁfœs]		紧张的〈adj.〉
nett	[nɛt]		友好的；不错的〈adj.〉
neu	[nɔʏ]		新的〈adj.〉
neuerdings	[nɔʏəʁdɪnɡs]		近来；最近〈adv.〉
neugierig	[nɔʏɡiːʁɪç]		好奇的〈adj.〉
neulich	[nɔʏliːç]		最近〈adv.〉
neun	[nɔʏn]		九〈num.〉
neutral	[nɔʏtʁaːl]		中立的；中性的〈adv.〉
nicht	[nɪçt]		不；没有〈adv.〉
nichts	[nɪçts]		没有什么〈pron.〉
nie	[niː]		从不〈adv.〉
nieder	[niːdɐ]		向下；击倒〈adv.〉
niedergeschlagen	[niːdəʁɡəʃlaɡən]		荒凉的〈adj.〉
niedlich	[niːdliːç]		可爱的〈adj.〉
niedrig	[niːdʁɪç]		低矮的；低下的；低廉的〈adj.〉
niedriger	[niːdʁɪɡɐ]		属下；次要的〈adv.〉
niemals	[niːmals]		从不〈adv.〉
niemand	[niːmant]		没有人〈pron.〉
niesen	[niːzən]		打喷嚏〈v.〉
nirgends	[nɪʁɡənds]		无处〈adv.〉
nirgendwo	[nɪʁɡəndvɔ]		无处〈adv.〉
nirgendwohin	[nɪʁɡəndvoːiːn]		无处可去〈adv.〉
nix	[nɪks]		没什么（口语）〈pron.〉
nobel	[noːbəl]		贵族；高贵的；高尚的；贵族的〈adv.〉
noch	[noːx]		还；仍然〈adv.〉
nochmal	[nɔxmaːl]		再一次〈adv.〉
nochmals	[nɔxmals]		再一次〈adv.〉
normal	[nɔʁmaːl]		正常的〈adj.〉
normalerweise	[nɔʁmaləʁvaɪzə]		通常〈adv.〉
normales	[nɔʁmaləs]		常态；标准；正常〈adv.〉
notfalls	[nɔtfals]		如果需要的话〈adv.〉
notieren	[noːtiːʁən]		注意；布告；通知〈v.〉
notwendig	[nɔtvəndɪç]		必要的〈adj.〉
null	[nʊl]		零〈num.〉
nun	[nuːn]		现在；嗯〈adv.〉
nur	[nuːɐ]		只；仅仅〈adv.〉
nutzen	[nʊt͡sən]		利用〈v.〉
nutzlos	[nʊt͡slɔs]		无用的〈adj.〉
nächste	[nɛkstə]		下一个〈adj.〉
nähen	[nɛːən]		缝纫；缝合；缝〈v.〉
näher	[nɛːɐ]		更近〈adj.〉
nähern	[nɛːɐn]		接近〈v.〉
nämlich	[nɛmliːç]		因为；也就是说〈adv.〉
nördlich	[nœʁdliːç]		北方；北；北的〈adj.〉
nötig	[nøːtɪç]		必要的〈adj.〉
nötigen	[nøːtɪɡən]		推动；激励；驱使〈v.〉
nüchtern	[nʏçtɐn]		空腹的；清醒〈adj.〉
nützlich	[nʏt͡sliːç]		有用的〈adj.〉
ob	[ɔp]		是否〈konj.〉
obdachlos	[ɔbdaxlɔs]		无家的；无养主的〈adv.〉
oben	[oːbən]		上面〈adv.〉
obendrein	[oːbəndʁaɪn]		此外；而且；加之〈adv.〉
oberflächlich	[oːbəʁflɛçliːç]		表面；外表；表面的；肤浅的〈adj.〉
obgleich	[ɔbɡlaɪç]		然而〈adv.〉
obwohl	[ɔbvoːl]		尽管〈konj.〉
oder	[oːdɐ]		或者〈konj.〉
offen	[ɔfən]		开着的〈adj.〉
offenbar	[ɔfənbaːɐ]		显然〈adv.〉
offenbaren	[ɔfənbaʁən]		吐露心事；剖明心迹〈v.〉
offener	[ɔfənɐ]		壁炉〈adv.〉
offensichtlich	[ɔfənzɪçtliːç]		显然〈adv.〉
offensive	[ɔfənzɪfə]		令人不快的；侮辱的；攻击性的；攻击的〈adv.〉
offiziell	[ɔfɪt͡siːl]		官方的〈adj.〉
offline	[ɔflɪnə]		不在沿线的；脱机；脱线〈adj.〉
oft	[ɔft]		经常〈adv.〉
ohne	[oːnə]		没有〈präp.〉
ohnehin	[oːneːiːn]		反正〈adv.〉
ohnmächtig	[oːnmɛçtɪç]		昏迷的；无力的〈adj.〉
okay	[oːkaʏ]		好的〈interj.〉
online	[ɔnlɪnə]		在线的〈adj.〉
operieren	[oːpəʁiːʁən]		做手术〈v.〉
opfern	[ɔpfɐn]		牺牲〈v.〉
optimistisch	[ɔptɪmɪstɪʃ]		乐观的；乐观主义的；乐天的〈adj.〉
ordentlich	[ɔʁdəntliːç]		整齐的〈adj.〉
ordnen	[ɔʁdnən]		安排；排列；达成协议；重排〈v.〉
organisieren	[ɔʁɡanɪziːʁən]		组织〈v.〉
originell	[oːʁɪɡɪnəl]		好笑的；有趣的〈adv.〉
orten	[ɔʁtən]		找出；设于；位于；定居〈v.〉
paar	[paːɐ]		几个；一些〈num.〉
paaren	[paːʁən]		配偶；对手；助手〈v.〉
packen	[pakən]		收拾；抓住〈v.〉
panisch	[paːnɪʃ]		万分恐慌的；惊慌失措的〈adj.〉
paranoid	[paːʁanɔiːt]		多疑的〈adj.〉
pardon	[paʁdoːn]		对不起〈interj.〉
parken	[paʁkən]		停车〈v.〉
passen	[pasən]		适合〈v.〉
passend	[pasənt]		适当的；固有的；高尚的〈adv.〉
passende	[pasəndə]		比赛；火柴〈adv.〉
passieren	[pasiːʁən]		发生〈v.〉
peinlich	[paɪnliːç]		尴尬的〈adj.〉
peinliche	[paɪnlɪçə]		美好；准确；精密〈adv.〉
pensioniert	[pɛnzɪɔniːʁt]		年老退休的；老朽的；体弱退休的〈adj.〉
per	[pɐ]		通过〈präp.〉
perfekt	[pɛʁfəkt]		完美的〈adj.〉
perlen	[pɛʁlən]		嘶嘶响；兴奋〈v.〉
perspektive	[pɛʁspəktɪfə]		类似；同位〈adv.〉
persönlich	[pɛʁzœnliːç]		个人的〈adj.〉
persönlicher	[pɛʁzœnlɪçɐ]		血汗产权〈adv.〉
persönliches	[pɛʁzœnlɪçəs]		私人的；涉及隐私的；有人性的〈adv.〉
pervers	[pɛʁfəʁs]		反常的；乖戾的；弯曲的〈adj.〉
pflegen	[pfleːɡən]		收养的；抚育〈v.〉
physisch	[fʏzɪʃ]		按自然规律；完全地；实际上〈adv.〉
piano	[pɪanɔ]		钢琴〈adv.〉
piepsen	[piːpzən]		（鸟/机器）发出短促尖音〈v.〉
pink	[pɪnk]		热的；热心的；辣的〈adv.〉
plagen	[plaːɡən]		瘟疫；天罚；麻烦〈v.〉
planen	[plaːnən]		计划〈v.〉
platt	[plat]		平坦的〈adj.〉
plaudern	[plaʊdɐn]		闲聊〈v.〉
pleite	[plaɪtə]		破产的（口语）〈adj.〉
plus	[plʊs]		加上〈konj.〉
plädieren	[plɛːdiːʁən]		辩护；提出...借口〈v.〉
plötzlich	[plœt͡sliːç]		突然〈adv.〉
plötzliche	[plœt͡slɪçə]		喷射；迸发〈adv.〉
pokern	[poːkɐn]		赌博；冒险；孤注一掷〈v.〉
poliert	[poːliːʁt]		平滑地；灵巧地；熟练地〈adv.〉
politisch	[poːlɪtɪʃ]		政治的〈adj.〉
politischer	[poːlɪtɪʃɐ]		政治的；政治上的；政党的〈adv.〉
politisches	[poːlɪtɪʃəs]		政治的〈adv.〉
poltern	[pɔltɐn]		风狂吹；咆哮〈v.〉
portugiesisch	[pɔʁtʊɡiːzɪʃ]		葡萄牙人；葡萄牙人的〈adj.〉
positiv	[poːzɪtiːf]		积极的〈adj.〉
positive	[poːzɪtɪfə]		肯定的；积极的；有把握的；正的〈adv.〉
praktisch	[pʁaktɪʃ]		实用的〈adj.〉
praktische	[pʁaktɪʃə]		个别指导；论文；学习指南〈adv.〉
praktizieren	[pʁaktɪt͡siːʁən]		实践；实行；练习〈v.〉
predigen	[pʁeːdɪɡən]		传道；讲道；说教〈v.〉
preisgeben	[pʁaɪsɡəbən]		分发；放弃；泄露〈v.〉
prima	[pʁiːma]		很棒〈adj.〉
primitiv	[pʁiːmɪtiːf]		原始人；上古的；图元〈adj.〉
privat	[pʁiːfaːt]		私人的〈adj.〉
privater	[pʁiːfatɐ]		私人的；秘密的；私立的〈adv.〉
privates	[pʁiːfatəs]		武装民船；私掠船；私掠船长〈adv.〉
pro	[pʁɔ]		每〈präp.〉
proben	[pʁoːbən]		预演；排演；使熟练掌握〈v.〉
probieren	[pʁoːbiːʁən]		尝试〈v.〉
problematisch	[pʁɔbləmatɪʃ]		成问题的；未定的；疑难的〈adj.〉
problemlos	[pʁɔbləmlɔs]		没有；不〈adv.〉
professionell	[pʁoːfəsɪɔnəl]		专业地；内行地〈adv.〉
professionelle	[pʁoːfəsɪɔnələ]		专业的；职业的〈adv.〉
prost	[pʁɔst]		干杯〈interj.〉
prächtig	[pʁɛçtɪç]		光亮的；了不起的；灿烂的〈adj.〉
präsentieren	[pʁɛːzəntiːʁən]		展示〈v.〉
prüfen	[pʁyːfən]		检查；测试〈v.〉
psychiatrische	[pzʏçɪatʁɪʃə]		精神病学的〈adv.〉
psychisch	[pzʏçɪʃ]		心理学的；精神上的；心灵的；心理上的〈adj.〉
psychische	[pzʏçɪʃə]		心智的；精神病的；心理的〈adv.〉
psychologische	[pzʏçoːlɔɡɪʃə]		心理学的；心理上的〈adv.〉
puh	[puː]		呸；啐；使疲倦〈adv.〉
punkten	[pʊnktən]		得分；抓痕；二十个〈v.〉
pur	[puːɐ]		直线；直；直的；笔直的〈adv.〉
putzen	[pʊt͡sən]		擦；打扫〈v.〉
pünktlich	[pʏnktliːç]		准时的〈adj.〉
quasi	[kvaːzɪ]		近乎〈adv.〉
quatschen	[kvat͡ʃən]		做蠢事；讲废话〈v.〉
quer	[kvɐ]		十字架；十字架形物件；交叉〈adv.〉
quietschen	[kviːt͡ʃən]		发出嘎吱声〈v.〉
quitt	[kvɪt]		两清的〈adj.〉
quälen	[kvɛːlən]		折磨〈v.〉
raffiniert	[ʁafɪniːʁt]		灵敏的；精巧的；聪明的〈adv.〉
rammen	[ʁamən]		公羊；撞锤；猛击；撞〈v.〉
ran	[ʁaːn]		冲；靠近（口语）〈adv.〉
rasch	[ʁaʃ]		使突然中断；猛咬；争夺〈adv.〉
rasen	[ʁaːzən]		草坪；飞驰〈n.m.〉
rasend	[ʁaːzənt]		疯狂的；飞快的〈adv.〉
rasieren	[ʁaːziːʁən]		修面；刮胡子；幸免〈v.〉
rassistisch	[ʁasɪstɪʃ]		种族歧视〈adj.〉
rasten	[ʁastən]		休息；睡眠；安息〈v.〉
raten	[ʁaːtən]		猜〈v.〉
ratlos	[ʁatlɔs]		无助的；无能为力的；无依无靠的〈adj.〉
rau	[ʁaʊ]		粗糙的东西；毛坯；未加工品〈adv.〉
rauchen	[ʁaʊxən]		抽烟〈v.〉
rauf	[ʁaʊf]		上去（口语）〈adv.〉
raus	[ʁaʊs]		出去（口语）〈adv.〉
rauschen	[ʁaʊʃən]		争吵；哗哗地流水〈v.〉
rausgehen	[ʁaʊsɡeːən]		出去（口语）〈v.〉
rausgeschmissen	[ʁaʊsɡəʃmɪsən]		解雇〈v.〉
rausholen	[ʁaʊshɔlən]		拿出来（口语）〈v.〉
rauskommen	[ʁaʊskɔmən]		出来（口语）〈v.〉
raven	[ʁaːfən]		狂吼；叫嚷〈v.〉
reagieren	[ʁɛaɡiːʁən]		反应〈v.〉
real	[ʁɛaːl]		真实的〈adj.〉
reale	[ʁɛalə]		在...之后〈adv.〉
realisieren	[ʁɛalɪziːʁən]		工具；器具；手段；实现〈v.〉
realistisch	[ʁɛalɪstɪʃ]		实在的；现实的〈adj.〉
recherchieren	[ʁɛçəʁçiːʁən]		研究；调查；考察〈v.〉
recht	[ʁɛçt]		对的；正当〈adj.〉
rechtfertigen	[ʁɛçtfəʁtɪɡən]		替...辩护；两端对齐〈v.〉
rechtlich	[ʁɛçtliːç]		法律的；法定的；合法的；法定权利〈adj.〉
rechtmäßig	[ʁɛçtmɛsɪç]		法律许可的；守法的；合法的〈adj.〉
rechts	[ʁɛçts]		右边的〈adj.〉
rechtzeitig	[ʁɛçt͡saɪtɪç]		及时的〈adj.〉
reden	[ʁeːdən]		谈论；说话〈v.〉
regelmäßig	[ʁeːɡəlmɛsɪç]		定期的〈adj.〉
regeln	[ʁeːɡəln]		规则〈n.f.〉
regelrecht	[ʁeːɡəlʁəçt]		规则的；常例的；有秩序的〈adj.〉
regieren	[ʁeːɡiːʁən]		规则；统治；控制〈v.〉
registrieren	[ʁeːɡɪstʁiːʁən]		记录；履历；档案〈v.〉
regnen	[ʁɛɡnən]		下雨〈v.〉
reich	[ʁaɪç]		富有的〈adj.〉
reichen	[ʁaɪçən]		足够〈v.〉
reichlich	[ʁaɪçliːç]		充足地〈adv.〉
reif	[ʁaɪf]		成熟的〈adj.〉
rein	[ʁaɪn]		进来（口语）〈adv.〉
reines	[ʁaɪnəs]		软脂酸十六酯〈adv.〉
reingehen	[ʁaɪnɡeːən]		走进去（口语）〈v.〉
reinigen	[ʁaɪnɪɡən]		清洁〈v.〉
reinkommen	[ʁaɪnkɔmən]		进来（口语）〈v.〉
reinlegen	[ʁaɪnləɡən]		捉弄〈v.〉
reisen	[ʁaɪzən]		旅行〈v.〉
reiten	[ʁaɪtən]		骑马〈v.〉
reizen	[ʁaɪt͡sən]		刺激；使兴奋；激励〈v.〉
reizend	[ʁaɪt͡sənt]		迷人的〈adj.〉
reizende	[ʁaɪt͡səndə]		挂〈adv.〉
reißen	[ʁaɪsən]		撕〈v.〉
relativ	[ʁeːlatiːf]		亲戚；相对的〈adj.〉
religiöse	[ʁeːlɪɡɪœzə]		盲从；偏见；偏执的行为〈adv.〉
