abaisser	[abese]		降低；放下〈v.〉
typique	[tipik]		典型的；特有的〈adj.〉
tyran	[tiʁɑ̃]		暴君〈n.m.〉
tyrannie	[tiʁani]		暴政；专横〈n.f.〉
tâche	[taʃ]		任务；工作〈n.f.〉
tâcher	[taʃe]		设法；力求〈v.〉
tâter	[tate]		触摸；试探〈v.〉
télescope	[telɛskɔp]		望远镜〈n.m.〉
télé	[tele]		电视（口语）〈n.f.〉
télécharger	[teleʃaʁʒe]		下载〈v.〉
télécommande	[telekomɑ̃d]		遥控器〈n.f.〉
télégramme	[telegʁam]		电报〈n.m.〉
téléphone	[telefɔn]		电话；电话机〈n.m.〉
téléphoner	[telefone]		打电话〈v.〉
téléphonique	[telefonik]		电话的〈adj.〉
téléspectateur	[telespɛktatœʁ]		电视观众〈n.m.〉
téléviseur	[televizœʁ]		电视机〈n.m.〉
télévision	[televizjɔ̃]		电视〈n.f.〉
télévisé	[televize]		电视转播的〈adj.〉
témoignage	[temwaɲaʒ]		证词；见证〈n.m.〉
témoigner	[temwaɲe]		表明；作证〈v.〉
témoin	[temwɛ̃]		目击者；证人〈n.m.〉
téméraire	[temeʁɛʁ]		鲁莽的；大胆的〈adj.〉
ténèbres	[tenɛbʁ]		黑暗（文学用语）〈n.f.〉
téton	[tetɔ̃]		乳头〈n.m.〉
tête	[tɛt]		头；头部〈n.f.〉
têtu	[tety]		固执的；倔强的〈adj.〉
tôle	[tol]		铁皮；金属薄板〈n.f.〉
tôt	[to]		早；提早〈adv.〉
ulcère	[ylsɛʁ]		溃疡〈n.m.〉
ultime	[yltim]		最后的；终极的〈adj.〉
un	[œ̃]		一；一个〈art.〉
unanime	[ynanim]		一致的；无异议的〈adj.〉
unanimité	[ynanimite]		全体一致；一致通过〈n.f.〉
une	[yn]		一个（阴性）〈art.〉
uni	[yni]		纯色的；统一的〈adj.〉
uniforme	[ynifɔʁm]		制服〈n.m.〉
union	[ynjɔ̃]		联合；联盟；结合〈n.f.〉
unique	[ynik]		唯一的；独特的〈adj.〉
uniquement	[ynikəmɑ̃]		仅仅；只〈adv.〉
unir	[yniʁ]		联合；使结合〈v.〉
unité	[ynite]		单位；统一；团结〈n.f.〉
univers	[ynivɛʁ]		宇宙；世界〈n.m.〉
universel	[ynivɛʁsɛl]		普遍的；全世界的〈adj.〉
universitaire	[ynivɛʁsitɛʁ]		大学的；高校的〈adj.〉
université	[ynivɛʁsite]		大学〈n.f.〉
urbain	[yʁbɛ̃]		城市的〈adj.〉
urgence	[yʁʒɑ̃s]		紧急；急诊〈n.f.〉
urgent	[yʁʒɑ̃]		紧急的〈adj.〉
urine	[yʁin]		尿；尿液〈n.f.〉
urne	[yʁn]		投票箱；骨灰瓮〈n.f.〉
usage	[yzaʒ]		使用；用法；惯例〈n.m.〉
user	[yze]		消耗；磨损〈v.〉
usine	[yzin]		工厂〈n.f.〉
usurier	[yzyʁje]		放高利贷者〈n.m.〉
usé	[yze]		破旧的；磨损的〈adj.〉
utile	[ytil]		有用的〈adj.〉
utilisation	[ytilizasjɔ̃]		使用；利用〈n.f.〉
utiliser	[ytilize]		使用；利用〈v.〉
utilité	[ytilite]		用处；效用〈n.f.〉
utérus	[yteʁys]		子宫〈n.m.〉
vacance	[vakɑ̃s]		空缺；假期（常用复数）〈n.f.〉
vacarme	[vakaʁm]		喧闹声；嘈杂〈n.m.〉
vaccin	[vaksɛ̃]		疫苗〈n.m.〉
vache	[vaʃ]		母牛；奶牛〈n.f.〉
vachement	[vaʃəmɑ̃]		非常；特别（口语）〈adv.〉
vagabond	[vagabɔ̃]		流浪者；流浪的〈n.m.〉
vagabonder	[vagabɔ̃de]		流浪；闲逛〈v.〉
vagin	[vaʒɛ̃]		阴道〈n.m.〉
vague	[vag]		波浪；海浪〈n.〉
vaguement	[vagəmɑ̃]		模糊地；隐约地〈adv.〉
vaillant	[vajɑ̃]		英勇的；健壮的〈adj.〉
vain	[vɛ̃]		徒劳的；白费的〈adj.〉
vaincre	[vɛ̃kʁ]		战胜；克服〈v.〉
vaincu	[vɛ̃ky]		战败的；败者〈adj.〉
vainqueur	[vɛ̃kœʁ]		胜利者；获胜者〈n.m.〉
vaisseau	[vɛso]		船；舰；飞船〈n.m.〉
vaisselle	[vɛsɛl]		餐具；洗碗〈n.f.〉
valable	[valabl]		有效的；有根据的〈adj.〉
valet	[valɛ]		男仆；（纸牌）杰克〈n.m.〉
valeur	[valœʁ]		价值〈n.f.〉
valide	[valid]		有效的〈adj.〉
valise	[valiz]		手提箱；行李箱〈n.f.〉
vallée	[vale]		山谷〈n.f.〉
valoir	[valwaʁ]		值；值得〈v.〉
valse	[vals]		华尔兹〈n.f.〉
valve	[valv]		阀门；瓣膜〈n.f.〉
vampire	[vɑ̃piʁ]		吸血鬼〈n.m.〉
van	[van]		厢式货车；露营车〈n.m.〉
vanille	[vanij]		香草〈n.f.〉
vaniteux	[vanitø]		自负的；虚荣的〈adj.〉
vanité	[vanite]		虚荣；自负〈n.f.〉
vanne	[van]		阀门；玩笑（口语）〈n.f.〉
vanter	[vɑ̃te]		夸耀；吹嘘〈v.〉
vapeur	[vapœʁ]		蒸汽〈n.〉
varier	[vaʁje]		变化；使多样化〈v.〉
variole	[vaʁjɔl]		天花〈n.f.〉
variété	[vaʁjete]		品种；多样性〈n.f.〉
vase	[vaz]		花瓶〈n.〉
vassal	[vasal]		附庸；属下〈n.m.〉
vaste	[vast]		广阔的；宽敞的〈adj.〉
vaudou	[vodu]		伏都教〈n.m.〉
vaurien	[voʁjɛ̃]		无赖；废物（口语）〈n.m.〉
vautour	[votuʁ]		秃鹫〈n.m.〉
vautrer	[votʁe]		（自己）打滚；沉溺〈v.〉
veau	[vo]		小牛；小牛肉〈n.m.〉
vedette	[vədɛt]		明星；主演〈n.f.〉
veille	[vɛj]		前夜；前一天〈n.f.〉
veiller	[veje]		熬夜；守候〈v.〉
veinard	[vɛnaʁ]		幸运儿（口语）〈n.m.〉
veine	[vɛn]		静脉；运气〈n.f.〉
velours	[vəluʁ]		天鹅绒；绒面〈n.m.〉
vendeur	[vɑ̃dœʁ]		售货员〈n.m.〉
vendre	[vɑ̃dʁ]		卖；出售〈v.〉
vendredi	[vɑ̃dʁədi]		星期五〈n.m.〉
vendu	[vɑ̃dy]		叛徒（口语）；被出卖的〈n.m.〉
vengeance	[vɑ̃ʒɑ̃s]		报仇；复仇〈n.f.〉
venger	[vɑ̃ʒe]		报仇；为…报仇〈v.〉
venimeux	[vənimø]		有毒的〈adj.〉
venin	[vənɛ̃]		毒液〈n.m.〉
venir	[vəniʁ]		来；来到〈v.〉
vent	[vɑ̃]		风；气流〈n.m.〉
vente	[vɑ̃t]		销售；出售〈n.f.〉
ventilateur	[vɑ̃tilatœʁ]		风扇；电扇〈n.m.〉
ventilation	[vɑ̃tilasjɔ̃]		通风〈n.f.〉
ventre	[vɑ̃tʁ]		肚子；腹部〈n.m.〉
venue	[vəny]		到来；来临〈n.f.〉
ver	[vɛʁ]		虫；蠕虫〈n.m.〉
verbal	[vɛʁbal]		口头的；动词的〈adj.〉
verdict	[vɛʁdikt]		判决；定论〈n.m.〉
verger	[vɛʁʒe]		果园〈n.m.〉
vermine	[vɛʁmin]		害虫；败类〈n.f.〉
vernis	[vɛʁni]		清漆；指甲油〈n.m.〉
vernissage	[vɛʁnisaʒ]		上漆；画展开幕日〈n.m.〉
verre	[vɛʁ]		玻璃杯；一杯；玻璃〈n.m.〉
verrou	[veʁu]		门闩；插销〈n.m.〉
verrouiller	[veʁuje]		锁上；锁定〈v.〉
vers	[vɛʁ]		朝；向；大约〈prép.〉
versement	[vɛʁsəmɑ̃]		缴款；支付〈n.m.〉
verser	[vɛʁse]		倒入；缴纳〈v.〉
version	[vɛʁsjɔ̃]		版本；译本〈n.f.〉
vert	[vɛʁ]		绿色的〈adj.〉
vertige	[vɛʁtiʒ]		眩晕；头晕〈n.m.〉
vertu	[vɛʁty]		美德；功效〈n.f.〉
vertueux	[vɛʁtɥø]		有德行的；正直的〈adj.〉
vertébral	[vɛʁtebʁal]		脊柱的；椎骨的〈adj.〉
vessie	[vesi]		膀胱〈n.f.〉
veste	[vɛst]		上衣；外套〈n.f.〉
vestiaire	[vɛstjɛʁ]		衣帽间；更衣室〈n.m.〉
veuf	[vœf]		鳏夫〈n.m.〉
vexer	[vɛkse]		得罪；使恼火〈v.〉
via	[vja]		经由；通过〈prép.〉
viande	[vjɑ̃d]		肉〈n.f.〉
vibration	[vibʁasjɔ̃]		振动；震动〈n.f.〉
vibrer	[vibʁe]		振动；颤动〈v.〉
vice	[vis]		恶习；缺点〈n.m.〉
vice-président	[vispʁezidɑ̃]		副总统；副主席〈n.m.〉
vicieux	[visjø]		邪恶的；刁钻的；扭曲的〈adj.〉
victime	[viktim]		受害者；牺牲品〈n.f.〉
victoire	[viktwaʁ]		胜利〈n.f.〉
victorieux	[viktoʁjø]		胜利的；获胜的〈adj.〉
vide	[vid]		空的〈adj.〉
vider	[vide]		倒空；清空〈v.〉
vidéo	[video]		视频；录像〈adj.〉
vie	[vi]		生命；生活〈n.f.〉
vieillard	[vjɛjaʁ]		老人；老者〈n.m.〉
vieillesse	[vjɛjɛs]		老年；晚年〈n.f.〉
vieillir	[vjejiʁ]		变老；老化〈v.〉
vierge	[vjɛʁʒ]		处女的；未开发的〈adj.〉
vieux	[vjø]		旧的；年老的〈adj.〉
vif	[vif]		活泼的；鲜艳的；敏锐的〈adj.〉
vigilant	[viʒilɑ̃]		警惕的；警觉的〈adj.〉
vigile	[viʒil]		保安；警卫〈n.〉
vigne	[viɲ]		葡萄藤；葡萄园〈n.f.〉
vigoureux	[viguʁø]		强健的；有力的〈adj.〉
vigueur	[vigœʁ]		活力；（法律）效力〈n.f.〉
vil	[vil]		卑鄙的；恶劣的〈adj.〉
vilain	[vilɛ̃]		丑的；淘气的；坏的〈adj.〉
villa	[villa]		别墅〈n.f.〉
village	[vilaʒ]		村庄；村镇〈n.m.〉
villageois	[vilaʒwa]		村民〈n.m.〉
ville	[vil]		城市〈n.f.〉
vin	[vɛ̃]		葡萄酒；酒〈n.m.〉
vinaigre	[vinɛgʁ]		醋〈n.m.〉
vingt	[vɛ̃]		二十〈adj.〉
vingt-cinq	[vɛ̃tsɛ̃k]		二十五〈adj.〉
vingtaine	[vɛ̃tɛn]		二十来个〈n.f.〉
viol	[vjɔl]		强奸〈n.m.〉
violation	[vjolasjɔ̃]		违反；侵犯〈n.f.〉
violemment	[vjolamɑ̃]		猛烈地；激烈地〈adv.〉
violence	[vjolɑ̃s]		暴力〈n.f.〉
violent	[vjolɑ̃]		暴力的；猛烈的〈adj.〉
violer	[vjole]		强奸；违反〈v.〉
violet	[vjolɛ]		紫色的〈adj.〉
violeur	[vjolœʁ]		强奸犯〈n.m.〉
violon	[vjolɔ̃]		小提琴〈n.m.〉
violoncelle	[vjolɔ̃sɛl]		大提琴〈n.m.〉
violoniste	[vjolonist]		小提琴手〈n.〉
vipère	[vipɛʁ]		蝰蛇；毒蛇〈n.f.〉
virage	[viʁaʒ]		转弯；弯道；转变〈n.m.〉
virer	[viʁe]		转弯；解雇；转账〈v.〉
virginité	[viʁʒinite]		处女性；贞洁〈n.f.〉
virgule	[viʁgyl]		逗号〈n.f.〉
viril	[viʁil]		有男子气概的〈adj.〉
virilité	[viʁilite]		男子气概〈n.f.〉
virtuel	[viʁtɥɛl]		虚拟的；实际上的〈adj.〉
virus	[viʁys]		病毒〈n.m.〉
virée	[viʁe]		兜风；出游〈n.f.〉
vis	[vis]		螺丝钉〈n.f.〉
visa	[viza]		签证〈n.m.〉
visage	[vizaʒ]		脸；面孔〈n.m.〉
viser	[vize]		瞄准；以…为目标〈v.〉
visible	[vizibl]		看得见的；明显的〈adj.〉
visiblement	[vizibləmɑ̃]		显然；看得出〈adv.〉
vision	[vizjɔ̃]		视力；视野；观念〈n.f.〉
visite	[vizit]		拜访；参观〈n.f.〉
visiter	[vizite]		参观；游览〈v.〉
visiteur	[vizitœʁ]		访客；参观者〈n.m.〉
visser	[vise]		拧紧；用螺丝固定〈v.〉
visuel	[vizɥɛl]		视觉的〈adj.〉
vital	[vital]		至关重要的〈adj.〉
vitamine	[vitamin]		维生素〈n.f.〉
vite	[vit]		快；迅速〈adv.〉
vitesse	[vitɛs]		速度〈n.f.〉
vitre	[vitʁ]		窗玻璃；玻璃〈n.f.〉
vitrine	[vitʁin]		橱窗；陈列柜〈n.f.〉
vivant	[vivɑ̃]		活着的〈adj.〉
vive	[viv]		万岁（欢呼用语）〈interj.〉
vivement	[vivəmɑ̃]		迫切地；强烈地〈adv.〉
vivre	[vivʁ]		活着；生活〈v.〉
vocabulaire	[vokabylɛʁ]		词汇；词汇量〈n.m.〉
vocal	[vokal]		嗓音的；发声的〈adj.〉
vocation	[vokasjɔ̃]		天职；使命；志向〈n.f.〉
vodka	[vɔdka]		伏特加〈n.f.〉
voeu	[vø]		愿望；誓愿〈n.m.〉
vogue	[vɔg]		流行；风尚〈n.f.〉
voguer	[voge]		航行；盛行〈v.〉
voici	[vwasi]		这是；这儿是〈prép.〉
voie	[vwa]		道路；途径；车道〈n.f.〉
voile	[vwal]		面纱；帆〈n.〉
voiler	[vwale]		遮盖；蒙纱〈v.〉
voilà	[vwala]		瞧；就是；在那里〈prép.〉
voir	[vwaʁ]		看见；明白〈v.〉
voire	[vwaʁ]		甚至；乃至〈adv.〉
voisin	[vwazɛ̃]		邻居；邻近的〈n.m.〉
voisinage	[vwazinaʒ]		邻里；街区〈n.m.〉
voiture	[vwatyʁ]		汽车；车〈n.〉
voix	[vwa]		声音；嗓音〈n.f.〉
vol	[vɔl]		航班；飞行；盗窃〈n.m.〉
volaille	[volaj]		家禽；禽肉〈n.f.〉
volant	[volɑ̃]		方向盘；羽毛球〈n.m.〉
volcan	[vɔlkɑ̃]		火山〈n.m.〉
voler	[vole]		飞；飞行；偷〈v.〉
volet	[volɛ]		百叶窗；（事务的）方面〈n.m.〉
voleur	[volœʁ]		小偷〈n.m.〉
volontaire	[volɔ̃tɛʁ]		自愿的；志愿者〈adj.〉
volontairement	[volɔ̃tɛʁəmɑ̃]		故意地；自愿地〈adv.〉
volontiers	[volɔ̃tje]		乐意地；自愿地〈adv.〉
volonté	[volɔ̃te]		意志；意愿〈n.f.〉
volume	[volym]		体积；音量；卷〈n.m.〉
volupté	[volypte]		快感；肉欲〈n.f.〉
volé	[vole]		被偷的〈adj.〉
vomi	[vomi]		呕吐物（口语）〈n.m.〉
vomir	[vomiʁ]		呕吐〈v.〉
vortex	[vɔʁtɛks]		涡旋；漩涡〈n.m.〉
vos	[vo]		你们的（复数）〈adj.〉
vote	[vɔt]		投票；表决〈n.m.〉
voter	[vote]		投票；表决〈v.〉
votre	[vɔtʁ]		您的；你们的〈adj.〉
vouer	[vwe]		奉献；使注定〈v.〉
vouloir	[vulwaʁ]		想要；愿〈v.〉
voulu	[vuly]		刻意的；有意的〈adj.〉
vous	[vu]		您；你们〈pron.〉
vous-même	[vumɛm]		您自己；你们自己〈pron.〉
vous-mêmes	[vumɛm]		你们自己〈pron.〉
voyage	[vwajaʒ]		旅行；旅程〈n.m.〉
voyager	[vwajaʒe]		旅行〈v.〉
voyageur	[vwajaʒœʁ]		旅客；旅行者〈n.m.〉
voyant	[vwajɑ̃]		占卜师；指示灯〈n.m.〉
voyeur	[vwajœʁ]		偷窥狂〈n.m.〉
voyou	[vwaju]		流氓；无赖〈n.m.〉
voûte	[vut]		拱顶；穹苍〈n.f.〉
vrai	[vʁɛ]		真的；真实的〈adj.〉
vraiment	[vʁɛmɑ̃]		真的；确实〈adv.〉
vu	[vy]		鉴于；已看过的〈adj.〉
vue	[vy]		视力；景色；看法〈n.f.〉
vulgaire	[vylgɛʁ]		粗俗的；庸俗的〈adj.〉
vulnérable	[vylneʁabl]		脆弱的；易受伤害的〈adj.〉
végétarien	[veʒetaʁjɛ̃]		素食的；素食者〈adj.〉
véhicule	[veikyl]		车辆；交通工具〈n.m.〉
vélo	[velo]		自行车〈n.m.〉
vénérable	[veneʁabl]		可敬的；庄严的〈adj.〉
vénérer	[veneʁe]		崇敬；敬奉〈v.〉
vérification	[veʁifikasjɔ̃]		核实；检查〈n.f.〉
vérifier	[veʁifje]		核实；检查〈v.〉
véritable	[veʁitabl]		真正的；名副其实的〈adj.〉
vérité	[veʁite]		真相；真理〈n.f.〉
vétéran	[veteʁɑ̃]		老兵；老手〈n.m.〉
vétérinaire	[veteʁinɛʁ]		兽医〈n.〉
vêtement	[vɛtəmɑ̃]		衣服；服装〈n.m.〉
vêtir	[vetiʁ]		给…穿衣〈v.〉
vôtre	[votʁ]		你的东西；您的东西〈pron.〉
wagon	[vagɔ̃]		车厢〈n.m.〉
web	[wɛb]		网络；万维网〈n.m.〉
week-end	[wikɛnd]		周末〈n.m.〉
western	[wɛstɛʁn]		西部片〈n.m.〉
whisky	[wiski]		威士忌〈n.m.〉
y	[i]		那里（代词）〈pron.〉
yacht	[jɔt]		游艇〈n.m.〉
yankee	[jɑ̃ki]		美国佬〈n.〉
yaourt	[jauʁt]		酸奶〈n.m.〉
yen	[jɛn]		日元〈n.m.〉
yin	[jin]		阴（道家学说两仪之一）〈n.m.〉
yoga	[joga]		瑜伽〈n.m.〉
yuan	[jyan]		元（中国货币）〈n.m.〉
zapper	[zape]		换台；跳过〈v.〉
zen	[zɛn]		禅的；平和放松的〈adj.〉
zizi	[zizi]		小鸡鸡（儿语）〈n.m.〉
zombie	[zɔ̃bi]		僵尸〈n.m.〉
zone	[zon]		区域；地带〈n.f.〉
zoo	[zoo]		动物园〈n.m.〉
zoom	[zum]		变焦；放大〈n.m.〉
zut	[zyt]		哎呀；见鬼〈interj.〉
zèbre	[zɛbʁ]		斑马〈n.m.〉
zèle	[zɛl]		热忱；热心〈n.m.〉
zéro	[zeʁo]		零；零分〈n.m.〉
à	[a]		到；向；在〈prép.〉
à l'encontre	[alɑ̃kɔ̃tʁ]		反对；违背〈prép.〉
à l'improviste	[alɛ̃pʁovist]		突然地；出其不意地〈adv.〉
âge	[aʒ]		年龄；年纪〈n.m.〉
âgé	[aʒe]		年老的；上了年纪的〈adj.〉
âme	[am]		灵魂；心灵〈n.f.〉
âne	[an]		驴〈n.m.〉
ça	[sa]		这个；那个〈pron.〉
ère	[ɛʁ]		时代；纪元〈n.f.〉
éblouir	[ebluiʁ]		使目眩；使耀眼〈v.〉
ébranler	[ebʁɑ̃le]		震动；动摇〈v.〉
écart	[ekaʁ]		差距；间隔〈n.m.〉
écarter	[ekaʁte]		分开；排除〈v.〉
écarté	[ekaʁte]		被搁置的；岔开的〈adj.〉
échange	[eʃɑ̃ʒ]		交换；交流〈n.m.〉
échanger	[eʃɑ̃ʒe]		交换；交流〈v.〉
échantillon	[eʃɑ̃tijɔ̃]		样品；样本〈n.m.〉
échapper	[eʃape]		逃脱；逃离〈v.〉
écharpe	[eʃaʁp]		围巾；披肩〈n.f.〉
échauffer	[eʃofe]		加热；使激动〈v.〉
échec	[eʃɛk]		失败；挫折〈n.m.〉
échelle	[eʃɛl]		梯子；等级；比例尺〈n.f.〉
écho	[eko]		回声；反响；传闻〈n.m.〉
échouer	[eʃwe]		失败；搁浅〈v.〉
échéance	[eʃeɑ̃s]		期限；到期日〈n.f.〉
éclair	[eklɛʁ]		闪电；电光〈n.m.〉
éclairage	[eklɛʁaʒ]		照明；灯光〈n.m.〉
éclaircir	[eklɛʁsiʁ]		澄清；使明亮〈v.〉
éclairer	[ekleʁe]		照亮；启发〈v.〉
éclaireur	[eklɛʁœʁ]		侦察兵；先行者〈n.m.〉
éclairé	[ekleʁe]		明亮的；开明的〈adj.〉
éclat	[ekla]		光辉；碎片〈n.m.〉
éclatant	[eklatɑ̃]		耀眼的；辉煌的〈adj.〉
éclater	[eklate]		爆裂；爆发〈v.〉
éclipser	[eklipse]		使黯然失色；遮蔽〈v.〉
école	[ekɔl]		学校〈n.f.〉
écolier	[ekolje]		小学生〈n.m.〉
économie	[ekonomi]		经济；节省〈n.f.〉
économique	[ekonomik]		经济的〈adj.〉
économiser	[ekonomize]		节省；储蓄〈v.〉
écorcher	[ekɔʁʃe]		剥皮；擦伤〈v.〉
écossais	[ekosɛ]		苏格兰的；苏格兰人〈adj.〉
écouler	[ekule]		流出；流逝；售出〈v.〉
écoute	[ekut]		倾听；监听〈n.f.〉
écouter	[ekute]		听；倾听〈v.〉
écran	[ekʁɑ̃]		屏幕；银幕〈n.m.〉
écraser	[ekʁaze]		压碎；碾过；压扁〈v.〉
écrire	[ekʁiʁ]		写；写作〈v.〉
écrit	[ekʁi]		书面文字；作品〈n.m.〉
écriteau	[ekʁito]		告示牌；小木牌〈n.m.〉
écriture	[ekʁityʁ]		书写；笔迹；写作〈n.f.〉
écrivain	[ekʁivɛ̃]		作家〈n.m.〉
écrouler	[ekʁule]		倒塌；崩溃〈v.〉
écume	[ekym]		泡沫；浪花〈n.f.〉
écureuil	[ekyʁœj]		松鼠〈n.m.〉
écurie	[ekyʁi]		马厩；车队〈n.f.〉
édifice	[edifis]		大楼；宏伟建筑〈n.m.〉
éditeur	[editœʁ]		出版商；编辑器〈n.m.〉
édition	[edisjɔ̃]		出版；版本〈n.f.〉
éducation	[edykasjɔ̃]		教育；教养〈n.f.〉
éduquer	[edyke]		教育；教养〈v.〉
égal	[egal]		相等的；平等的〈adj.〉
également	[egaləmɑ̃]		同样地；也〈adv.〉
égaler	[egale]		与…相等；比得上〈v.〉
égalité	[egalite]		平等；相等〈n.f.〉
égard	[egaʁ]		方面；尊重（用于短语）〈n.m.〉
égarer	[egaʁe]		使迷路；遗失〈v.〉
égaré	[egaʁe]		迷路的；不知所措的〈adj.〉
église	[egliz]		教堂〈n.f.〉
égorger	[egɔʁʒe]		割喉；屠宰〈v.〉
égout	[egu]		下水道；阴沟〈n.m.〉
égoïste	[egoist]		自私的〈adj.〉
égratignure	[egʁatiɲyʁ]		划伤；擦伤〈n.f.〉
égyptien	[eʒipsjɛ̃]		埃及的；埃及人〈adj.〉
éjecter	[eʒɛkte]		弹出；逐出〈v.〉
élan	[elɑ̃]		冲劲；势头〈n.m.〉
élancer	[elɑ̃se]		猛冲；疾驰（代动词）〈v.〉
élargir	[elaʁʒiʁ]		加宽；扩大〈v.〉
électeur	[elɛktœʁ]		选民〈n.m.〉
élection	[elɛksjɔ̃]		选举〈n.f.〉
électoral	[elɛktoʁal]		选举的〈adj.〉
électricien	[elɛktʁisjɛ̃]		电工〈n.m.〉
électricité	[elɛktʁisite]		电；电力〈n.f.〉
électrique	[elɛktʁik]		电的；用电的〈adj.〉
électrochoc	[elɛktʁoʃɔk]		电击；电休克〈n.m.〉
électronique	[elɛktʁonik]		电子的〈adj.〉
élevage	[ɛləvaʒ]		饲养；养殖〈n.m.〉
élever	[ɛləve]		举起；抚养；提高〈v.〉
élevé	[ɛləve]		高的；崇高的〈adj.〉
éliminer	[elimine]		淘汰；清除〈v.〉
élire	[eliʁ]		选举；选出〈v.〉
élite	[elit]		精英〈n.f.〉
éloge	[elɔʒ]		赞扬；颂词〈n.m.〉
éloigner	[elwaɲe]		使远离；疏远〈v.〉
éloigné	[elwaɲe]		遥远的〈adj.〉
élu	[ely]		当选者；被选中的〈adj.〉
élucider	[elyside]		阐明；解开（谜团）〈v.〉
élève	[elɛv]		学生；弟子〈n.〉
élégance	[elegɑ̃s]		优雅〈n.f.〉
élégant	[elegɑ̃]		优雅的；雅致的〈adj.〉
élément	[elemɑ̃]		元素；要素〈n.m.〉
élémentaire	[elemɑ̃tɛʁ]		基础的；基本的〈adj.〉
éléphant	[elefɑ̃]		象〈n.m.〉
émaner	[emane]		发自；源于〈v.〉
émeraude	[ɛməʁod]		祖母绿〈n.f.〉
émerger	[emɛʁʒe]		浮现；涌现〈v.〉
émetteur	[emetœʁ]		发射器；发射台〈n.m.〉
émettre	[emɛtʁ]		发出；播送；表达〈v.〉
émeute	[emøt]		骚乱；暴动〈n.f.〉
émigrer	[emigʁe]		移居国外；移民〈v.〉
éminent	[eminɑ̃]		卓越的；著名的〈adj.〉
émission	[emisjɔ̃]		节目；排放〈n.f.〉
émotif	[emotif]		易动情的；多愁善感的〈adj.〉
émotion	[emosjɔ̃]		情感；激动〈n.f.〉
émotionnel	[emosjonɛl]		情感的；情绪化的〈adj.〉
émouvant	[emuvɑ̃]		感人的；动情的〈adj.〉
émouvoir	[emuvwaʁ]		使感动；触动〈v.〉
ému	[emy]		感动的；激动的〈adj.〉
énergie	[enɛʁʒi]		能量；精力〈n.f.〉
énergétique	[enɛʁʒetik]		能量的；能源的〈adj.〉
énerver	[enɛʁve]		使恼火；惹怒〈v.〉
énervé	[enɛʁve]		恼火的；气恼的〈adj.〉
énigme	[enigm]		谜；费解之事〈n.f.〉
énorme	[enɔʁm]		巨大的；庞大的〈adj.〉
énormément	[enɔʁmemɑ̃]		非常；极其〈adv.〉
épais	[epɛ]		厚的；浓的〈adj.〉
épaisseur	[epɛsœʁ]		厚度〈n.f.〉
épanouir	[epanwiʁ]		绽放；舒展〈v.〉
épargne	[epaʁɲ]		储蓄〈n.f.〉
épargner	[epaʁɲe]		节省；储蓄；饶恕〈v.〉
éparpiller	[epaʁpije]		使分散；使散落〈v.〉
épatant	[epatɑ̃]		令人惊叹的；了不起的〈adj.〉
épater	[epate]		使惊叹；镇住〈v.〉
épaule	[epol]		肩膀〈n.f.〉
épave	[epav]		残骸〈n.f.〉
épeler	[epəle]		拼写〈v.〉
épice	[epis]		香料；调料〈n.f.〉
épicerie	[episəʁi]		食品杂货店〈n.f.〉
épicier	[episje]		食品杂货商〈n.m.〉
épidémie	[epidemi]		流行病；传染病〈n.f.〉
épier	[epje]		窥伺；暗中监视〈v.〉
épine	[epin]		刺；荆棘〈n.f.〉
épingle	[epɛ̃gl]		别针；大头针〈n.f.〉
épingler	[epɛ̃gle]		用别针别住〈v.〉
épisode	[epizɔd]		一集；片段〈n.m.〉
éplucher	[eplyʃe]		去皮；择洗（蔬菜）〈v.〉
éponge	[epɔ̃ʒ]		海绵〈n.f.〉
époque	[epɔk]		时代；时期〈n.f.〉
épouser	[epuze]		娶；嫁；与…结婚〈v.〉
épouvantable	[epuvɑ̃tabl]		可怕的；骇人的〈adj.〉
épouvantail	[epuvɑ̃taj]		稻草人〈n.m.〉
époux	[epu]		配偶；丈夫（正式）〈n.m.〉
épreuve	[epʁœv]		考验；试验；磨难〈n.f.〉
éprouver	[epʁuve]		感到；经受；考验〈v.〉
épuisant	[epɥizɑ̃]		使人筋疲力尽的〈adj.〉
épuiser	[epɥize]		使精疲力竭；耗尽〈v.〉
épuisé	[epɥize]		精疲力竭的；售罄的〈adj.〉
épée	[epe]		剑；长剑〈n.f.〉
équation	[ekwasjɔ̃]		方程；等式〈n.f.〉
équilibre	[ekilibʁ]		平衡；均衡〈n.m.〉
équilibré	[ekilibʁe]		均衡的；稳重的〈adj.〉
équipage	[ekipaʒ]		船员；机组人员〈n.m.〉
équipe	[ekip]		队；组；团队〈n.f.〉
équipement	[ekipəmɑ̃]		设备；装备〈n.m.〉
équiper	[ekipe]		装备；配备〈v.〉
équipier	[ekipje]		队友；队员〈n.m.〉
équitable	[ekitabl]		公平的；公正的〈adj.〉
équivalent	[ekivalɑ̃]		等同物；等价物〈n.m.〉
équivaloir	[ekivalwaʁ]		相当于；等同于〈v.〉
érection	[eʁɛksjɔ̃]		勃起〈n.f.〉
érotique	[eʁotik]		色情的；性爱的〈adj.〉
éruption	[eʁypsjɔ̃]		喷发；爆发；出疹〈n.f.〉
